Sentiment Category	  Total sentiment_results	  Average sentiment
    positive	                310	                 202,0966
    neutral	                   113	                     0
    negative	                22	                  -8,611



review_text,summary,cleaned_review,tokenized_review,sentiment_scores,compound_sentiment,sentiment_category
  My favorite cross trainers!,  Comfortable,  my favorite cross trainers,   favorite cross trainers,"{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.5093}",0.5093,positive
  Love them fit perfect,  Five Stars,  love them fit perfect,   love fit perfect,"{'neg': 0.0, 'neu': 0.088, 'pos': 0.912, 'compound': 0.886}",0.886,positive
 reviewerName: Peter, reviewText: Favorite Nike shoe ever! The flex sole is excellent for someone like me who loves the free feeling of sandals or being barefoot. These move effortlessly with the bend of my foot. I've worn these for multiple activities and I've had no foot or ankle pain. The white/green/dark grey color goes with so many outfits and the mesh breathes perfectly on hot summer days. Highly recommend!, reviewername peter,  reviewername peter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
  I wear these everyday to work, the gym,  i wear these everyday to work,   wear everyday work,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 reviewerName: Beatrice Garcia, reviewText: Super comfortable and fit my small feet perfectly. I have flat feet so a lot of shoes are not comfortable for long periods of time. I can wear the shoe all day long and they are super comfortable. They are light colored so any dirt will be seen right away, reviewername beatrice garcia,  reviewername beatrice garcia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 asin: B010RRWKT4, style: {Size::  9 M US, asin brrwkt,  asin brrwkt,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 reviewerName: Greg &amp; Kristin Hyder, reviewText: Glad I read the reviews and ordered a half size too big. These are light weight. I worked out in them last night and had a great work out. They are very comfortable. I would recommend these to anyone. I am a Beach Body Coach and these are now my new favorite shoes to work out in. I feel like I am walking in slippers when I wear these shoes. They are so comfortable. I LOVE them so much. I never buy myself anything nice and for Christmas got an Amazon gift card and used it to buy myself these sneakers and they are so awesome. I really do love them and have been telling all my friends about them. GET THESE SHOES!, reviewername greg amp kristin hyder,  reviewername greg amp kristin hyder,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 asin: B010RRWKT4, style: {Size::  7.5 W US, asin brrwkt,  asin brrwkt,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 asin: B010RRWKT4, style: {Size::  10 M US, asin brrwkt,  asin brrwkt,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 asin: B014IBJKNO, style: {Size::  9 M US, asin bibjkno,  asin bibjkno,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 asin: B014IBJKNO, style: {Size::  7.5 W US, asin bibjkno,  asin bibjkno,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 asin: B014IBJKNO, style: {Size::  10 M US, asin bibjkno,  asin bibjkno,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
  Very comfortable and fits perfectly,  Five Stars,  very comfortable and fits perfectly,   comfortable fits perfectly,"{'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.8313}",0.8313,positive
  Largely my fault for not reading carefully, but the high synthetic fiber content made the shirt uncomfortable to the touch.  Not the manufacturer's fault,  largely my fault for not reading carefully,   largely fault reading carefully,"{'neg': 0.449, 'neu': 0.551, 'pos': 0.0, 'compound': -0.4714}",-0.4714,negative
 reviewerName: wayne ereira, reviewText: Size, reviewername wayne ereira,  reviewername wayne ereira,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
  Favorite Nike shoe ever! The flex sole is excellent for someone like me who loves the free feeling of sandals or being barefoot. These move effortlessly with the bend of my foot. I've worn these for multiple activities and I've had no foot or ankle pain. The white/green/dark grey color goes with so many outfits and the mesh breathes perfectly on hot summer days. Highly recommend!,  Love them!,  favorite nike shoe ever the flex sole is excellent for someone like me who loves the free feeling of sandals or being barefoot these move effortlessly with the bend of my foot ive worn these for multiple activities and ive had no foot or ankle pain the whitegreendark grey color goes with so many outfits and the mesh breathes perfectly on hot summer days highly recommend,   favorite nike shoe flex sole excellent like loves free feeling sandals barefoot effortlessly bend foot ve worn multiple activities ve foot ankle pain whitegreendark grey color goes outfits mesh breathes perfectly hot summer days highly recommend,"{'neg': 0.087, 'neu': 0.612, 'pos': 0.3, 'compound': 0.957}",0.957,positive
